Date,Value
2020-10-10,-3.8129481617068914
2020-10-11,-1.6799147870506248
2020-10-12,-3.632002586573127
2020-10-13,-3.78378768160871
2020-10-14,-3.1954704751241336
2020-10-15,-2.914478607389101
2020-10-16,-3.537178127209695
2020-10-17,-3.7453003775669704
2020-10-18,-4.238301312225803
2020-10-19,-4.827666069170014
2020-10-20,-3.97806397214899
2020-10-21,-3.6210484861839425
2020-10-22,-4.313958081444596
2020-10-23,-3.4143582060113458
2020-10-24,-3.1070586851347364
2020-10-25,-2.2941965662957764
2020-10-26,-1.6645677243721642
2020-10-27,-2.4935627352942364
2020-10-28,-3.0537437754912062
2020-10-29,-2.3064501703679445
2020-10-30,-1.6960799049344797
2020-10-31,-1.7169814988986278
2020-11-01,-1.5996541155898458
2020-11-02,-0.3219892198014209
2020-11-03,-0.9135606086372509
2020-11-04,-0.36646322746721294
2020-11-05,-0.568655879901107
2020-11-06,-0.7863370831283273
2020-11-07,0.3124397688588628
2020-11-08,1.1378561178468927
2020-11-09,1.951365753847531
2020-11-10,3.25684456100186
2020-11-11,3.277848402634619
2020-11-12,3.959801373929583
2020-11-13,3.649534617336127
2020-11-14,3.973700969824569
2020-11-15,3.8435579154568846
2020-11-16,3.940553880449603
2020-11-17,4.535710905886517
2020-11-18,3.717490222653044
2020-11-19,5.809877498338505
2020-11-20,4.803860116838803
2020-11-21,3.5896715040510707
2020-11-22,4.747782377551139
2020-11-23,5.539445071514074
2020-11-24,6.1635648885662295
2020-11-25,6.7919103978305095
2020-11-26,6.779663624983595
2020-11-27,5.882409253497763
2020-11-28,5.95821381169149
2020-11-29,5.281052100179378
2020-11-30,6.256171833597129
2020-12-01,6.109114452094991
2020-12-02,5.283617255302479
2020-12-03,4.962231413649485
2020-12-04,5.37516286792511
2020-12-05,4.811438315121135
2020-12-06,3.989217919554704
2020-12-07,4.232905131046616
2020-12-08,4.477871702155339
2020-12-09,3.970928526784209
2020-12-10,3.499890221165886
2020-12-11,3.7319401585235226
2020-12-12,2.2838558170261987
2020-12-13,0.8763920426496434
2020-12-14,0.15794782139720742
2020-12-15,-0.05549933031463983
2020-12-16,0.25540823528336476
2020-12-17,1.7307644522329166
2020-12-18,2.588424075434936
2020-12-19,2.4284855454715086
2020-12-20,2.4094693375688196
2020-12-21,1.4069399729310108
2020-12-22,1.3884268369386208
2020-12-23,1.0997681980184826
2020-12-24,1.4224867583565721
2020-12-25,0.5952558148042492
2020-12-26,1.1146023290454214
2020-12-27,2.6473412420479994
2020-12-28,2.5385810935911417
2020-12-29,2.940292815690083
2020-12-30,3.6304368074011952
